201308,15020,52
201308,15021,256
201308,15022,278
201207,5112,3
201207,5323,5
201207,6632,50
201207,6637,20
201305,8708,500
201305,5112,5
201305,5323,5
201305,8704,1000
201305,8724,500
201304,5332,2
201203,5227,20
201303,6647,100
201303,6659,100
201303,6674,70
201203,7074,1040
201202,5336,3
201202,5414,3
201202,5415,5
201302,6647,100
201302,6653,100
201202,6674,2
201301,5323,20
201201,5334,50
201201,6647,50
201112,6647,50
201112,6652,50
201211,5232,5
201211,5415,5
201110,16002,50
201110,6658,50
201209,5112,3
201209,6653,50
201209,6657,50
201209,6658,50
