0,5407,1
1,5408,6
2,5410,6
3,5409,5
4,5403,2
5,5415,9
6,5416,6
7,5112,4
8,5116,1
10,5332,2
11,15004,3
12,5226,16
13,5224,3
14,5414,1
25,5210,3
26,5205,1
27,15007,1
28,5225,2
29,5207,7
30,5218,2
31,5221,2
32,5329,5
33,5330,5
34,5328,4
35,5230,5
36,5331,9
37,5231,3
38,5327,8
39,5325,2
40,5336,1
41,5227,8
42,5335,2
43,5229,1
44,5334,7
45,5337,5
46,5232,8
47,5228,17
48,5326,5
49,6674,5
50,6628,21
51,6622,79
52,6638,28
53,6654,11
54,6655,49
55,6653,30
56,6620,33
64,15008,3
71,16001,19
72,6644,7
73,6535,10
74,6537,2
75,6641,49
76,6632,11
77,6645,16
78,6623,38
79,6646,50
80,6652,112
81,7073,50
100,6625,47
101,6636,50
102,6640,45
103,6630,14
104,6647,11
105,6651,26
106,6637,15
107,6627,47
125,6642,41
126,6626,28
127,6634,30
128,7074,199
129,16002,2
150,7120,1250
151,7121,625
152,7116,780
153,7125,825
154,7114,1675
155,7123,637
156,7124,350
157,7115,224
175,7122,1470
176,7119,420
177,7175,195
178,7126,149
179,7127,985
180,7113,885
200,5327,18
201,5326,9
202,5409,5
203,5227,5
204,5225,25
205,5207,30
206,15004,15
207,5328,15
208,5325,10
209,5408,10
210,5230,10
211,5407,19
212,5410,10
213,5334,35
214,5337,15
215,5415,9
216,5331,15
217,15008,14
218,6655,200
219,6654,140
220,6653,110
225,5336,10
226,5335,5
227,5221,65
228,5228,20
250,9200,2
251,19201,2
252,19202,2
