1,5408,3
3,5409,0
4,5403,3
5,5415,0
6,5416,3
7,5407,3
8,5419,47
9,5112,3
10,5323,3
11,5332,2
13,5226,16
15,5414,2
28,5225,5
32,5329,4
33,5330,5
34,5328,1
35,5230,4
36,5331,7
37,5231,3
38,5327,0
39,5325,1
40,5336,3
41,5227,8
42,5335,4
43,5229,1
44,5334,11
45,5337,3
46,5232,1
47,5228,9
48,5326,4
49,6674,3
50,6628,19
51,6622,78
52,6638,20
53,6654,60
54,6655,39
55,6653,49
56,6620,20
63,5171,46
64,5339,7
70,6674,4
72,6644,7
75,6641,30
76,6632,20
77,6645,3
78,6623,38
79,6646,49
80,6652,62
81,7073,11
82,6664,10
83,6665,3
100,6625,43
101,6636,21
102,6640,44
103,6630,13
104,6647,30
105,6651,23
106,6637,22
107,6627,46
125,6642,40
127,6634,28
128,7074,306
129,6657,28
130,6658,60
131,6660,42
132,6659,25
150,7120,1147
151,7121,112
152,7116,739
153,7125,805
154,7114,1662
155,7123,600
156,7124,233
157,7115,0
158,7133,369
175,7122,1375
176,7119,345
177,7175,142
178,7126,0
179,7127,305
180,7113,795
181,16002,395
182,7131,330
183,7130,222
184,7134,140
185,7132,185
186,7135,240
187,7136,64
188,7137,0
200,5327,0
201,5326,9
202,5409,5
204,5225,18
207,5328,15
208,5325,10
209,5408,10
210,5230,10
211,5407,0
213,5228,25
216,5415,0
217,5331,18
218,5339,6
219,6655,200
233,5336,0
250,9200,2
251,19201,2
252,19202,8
275,5334,3
