1,5408,3
3,5409,0
4,5403,0
5,5415,1
6,5416,2
7,5407,3
8,5419,45
9,5112,1
10,5323,5
11,5332,1
13,5226,18
15,5414,1
28,5225,7
32,5329,4
33,5330,6
34,5328,2
35,5230,6
36,5331,7
37,5231,4
38,5327,10
39,5325,1
40,5336,3
41,5227,12
42,5335,3
43,5229,5
44,5334,4
45,5337,4
46,5232,2
47,5228,14
48,5326,3
49,6674,3
50,6628,18
51,6622,77
52,6638,20
53,6654,0
54,6655,38
55,6653,44
56,6620,20
57,6547,4
58,6548,0
63,5171,36
64,5339,3
70,6674,2
72,6644,7
75,6641,28
76,6632,15
77,6645,3
78,6623,38
79,6646,49
80,6652,60
81,7073,11
82,6664,8
83,6665,2
100,6625,43
101,6636,20
102,6640,44
103,6630,13
104,6647,26
105,6651,22
106,6637,20
107,6627,45
125,6642,40
127,6634,28
128,7074,280
129,6657,26
130,6658,61
131,6660,41
132,6659,1
150,7120,1147
151,7121,97
152,7116,739
153,7125,805
154,7114,1662
155,7123,600
156,7124,233
157,7115,0
158,7133,170
175,7122,1375
176,7119,345
177,7175,142
178,7126,0
179,7127,300
180,7113,795
181,16002,390
182,7131,250
183,7130,170
184,7134,246
185,7132,133
186,7135,223
187,7136,261
188,7137,337
200,5327,0
201,5326,18
203,5409,11
204,5225,18
207,5328,15
208,5325,10
209,5408,10
210,5230,10
211,5407,0
213,5228,25
216,5415,0
217,5331,18
218,5339,0
219,6655,200
233,5336,0
250,9200,2
251,19201,2
252,19202,8
275,5334,2
