2,5108,0
3,5409,4
4,5403,0
5,5415,19
6,5416,20
7,5407,3
8,5419,40
9,5112,0
10,5323,5
11,5332,1
12,5332,2
13,5226,0
15,5414,6
16,5422,2
28,5225,15
32,5329,3
33,5330,5
34,5328,16
35,5230,13
36,5331,33
37,5231,19
38,5327,33
39,5325,20
40,5336,5
41,5227,26
42,5335,1
43,5229,5
44,5334,9
45,5337,3
46,5232,7
47,5228,18
48,5326,10
49,6674,7
50,6628,34
51,6622,97
52,6638,80
53,6654,20
54,6655,37
55,6653,67
56,6620,34
57,6547,4
58,6548,3
60,11512,53
61,6663,0
63,5171,100
64,5339,5
70,5420,1
71,5438,1
72,6644,7
75,6641,45
76,6632,28
77,6645,17
78,6623,65
79,6646,59
80,6652,95
81,7073,11
82,6664,53
83,6665,54
84,6671,11
100,6625,44
101,6636,72
102,6640,83
103,6630,37
104,6647,125
105,6651,40
106,6637,23
107,6627,84
125,6642,88
126,6659,54
127,6634,36
128,7074,180
129,6657,9
130,6658,26
131,6660,21
132,6684,9
150,7120,1597
151,7121,79
152,7116,3439
153,7125,1055
154,7114,2462
155,7123,1900
156,7124,1103
157,7115,0
175,7122,2025
176,7119,595
177,7175,142
178,7126,0
179,7127,289
180,7113,1590
181,16002,382
184,7130,435
185,7132,160
186,7135,147
187,7136,774
188,7134,338
189,7131,157
190,7137,612
191,7133,734
200,5327,0
201,5326,18
203,5409,10
204,5225,18
207,5328,15
208,5325,10
209,5408,10
210,5230,10
211,5407,0
213,5228,25
216,5415,0
217,5331,8
218,5339,0
219,6655,0
233,5336,0
250,9200,2
251,19201,2
252,19202,8
275,5334,2
