*,0,60,99,99
0,0,7213
0,1,2512
0,2,6913
0,3,5712
0,4,5612
0,5,5913
0,6,5005
0,7,5006
0,8,5007
0,10,5112
0,11,5108
0,12,5100
0,13,5140
0,15,5414
0,16,5334
0,17,5416
0,18,5231
0,19,5331
0,20,5228
0,21,5328
0,22,5227
0,23,5225
0,24,5327
0,25,5329
0,26,5330
0,27,5411
0,28,5230
0,29,5232
0,30,5226
0,31,5415
0,32,5335
0,33,5407
0,34,5332
0,35,5410
0,36,5323
0,37,5324
0,38,5326
0,39,5403
0,40,5322
0,41,5337
0,42,5437
0,43,5438
0,44,5229
0,45,5339
0,46,5336
0,47,5200
0,50,6200
0,52,6618
0,53,6641
0,54,6652
0,55,6632
0,56,6638
0,57,6659
0,58,6645
0,59,6650
*,1,71,99,99
1,0,6643
1,1,6628
1,2,6642
1,3,6660
1,4,6647
1,5,6654
1,6,6658
1,7,6655
1,8,6657
1,9,6625
1,10,6622
1,11,6674
1,12,6648
1,13,6629
1,14,6639
1,15,6653
1,16,6636
1,17,6656
1,18,6630
1,19,6627
1,20,6637
1,21,6634
1,22,6635
1,23,6600
1,28,7074
1,29,7071
1,30,7113
1,31,7114
1,32,7115
1,33,7116
1,34,7117
1,35,7118
1,36,7119
1,37,7120
1,38,7121
1,39,7122
1,40,7123
1,41,7124
1,42,7125
1,43,7126
1,44,7127
1,45,7171
1,46,7172
1,47,7173
1,48,7174
1,49,7182
1,50,7100
1,53,4100
1,54,4300
1,55,9400
1,56,9700
1,58,9279
1,59,9272
1,60,9200
1,62,8724
1,63,8704
1,64,8708
1,66,5008
1,67,5009
1,69,9500
1,70,9600
